21-1 C400,Time,Open,High,Low,Last,Change,Volume,Open Int,IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price,Strike
21-1 C400,07/15/2021,46.03,46.03,44.72,45.4,-1.38,8,18472,20.39%,0.73815028495139,0.0051360551047562,-0.046468787452812,1.0086584609415,1.0391841605895,45.185050693578,436.24,400
21-1 C400,07/14/2021,47.77,47.77,46.61,46.78,0.38,47,18515,21.89%,0.72598195267736,0.0048705992663713,-0.051723985392247,1.0361446028688,1.0434556223515,46.779999999951,436.24,400
21-1 C400,07/13/2021,46.5,47.49,46.4,46.4,-0.78,57,18520,21.93%,0.72211144275739,0.0048898780526322,-0.052036129824518,1.0445559616188,1.0435349769485,46.399999999987,435.59,400
21-1 C400,07/12/2021,46.05,47.2,46.05,47.18,1.43,65,18572,21.60%,0.73116082309195,0.0048574535029169,-0.050059605479096,1.0334075490916,1.0620356256652,47.180051627144,437.08,400
21-1 C400,07/09/2021,43.41,45.75,43.41,45.75,3.5,37,18572,21.17%,0.72515230528127,0.0049894198390524,-0.048973317906202,1.0491513489645,1.0715619603493,45.75006060652,435.52,400
21-1 C400,07/08/2021,40.86,42.29,40.13,42.25,-2.9,58,18555,20.92%,0.70270514620897,0.0052809184756871,-0.049964127523393,1.0812181237222,1.0498448013152,42.250037029082,430.92,400
21-1 C400,07/07/2021,44.24,45.15,44,45.15,1.7,74,18560,21.24%,0.71853713880083,0.0050182549396937,-0.049451110261571,1.064325746121,1.072972105239,45.150070537988,434.46,400
21-1 C400,07/06/2021,43.5,43.6,42.3,43.45,-0.98,26,18524,20.44%,0.71611863661436,0.0052458502505717,-0.047290779657286,1.0672483544907,1.0688838337103,43.249999999899,432.93,400
21-1 C400,07/02/2021,42,44.43,42,44.43,3.12,63,18533,20.32%,0.719306910418,0.0051876244474141,-0.046120107072896,1.0736419949496,1.0948314574932,43.864999999968,433.72,400
21-1 C400,07/01/2021,40.9,41.55,40.55,41.31,1,37,18551,20.08%,0.70288729506147,0.0054171751601284,-0.046544568843304,1.0980526001671,1.0869448884658,41.31004415385,430.43,400
21-1 C400,06/30/2021,39.73,40.32,39.37,40.31,0.79,11,18546,20.62%,0.68581393281003,0.0054168761041172,-0.049082313920951,1.123335381885,1.0780206765778,40.310040536785,428.06,400
21-1 C400,06/29/2021,39.5,39.52,39.44,39.52,1.59,16,18546,20.43%,0.68252190712794,0.0055012269617471,-0.046845205754443,1.1258212557752,1.0495191649085,39.520051510547,427.7,400
21-1 C400,06/28/2021,37.93,37.93,37.93,37.93,-0.58,3,18548,20.09%,0.68277905060638,0.0055839637035152,-0.045674433391071,1.1274282550307,1.0563890976793,39.015066838888,427.47,400
21-1 C400,06/25/2021,38.03,38.51,38.01,38.51,1.31,8,18548,19.71%,0.68157301002881,0.0067540237093336,-0.046064345159635,1.1388593350792,1.0908487141137,38.510005815509,426.61,400
21-1 C400,06/24/2021,37.26,37.3,37.07,37.2,1.02,67,18554,19.43%,0.67410934951088,0.0058002063572803,-0.045534171980579,1.1485833885571,1.0858984360596,37.199999999986,425.1,400
21-1 C400,06/23/2021,36.27,36.27,36.18,36.18,-0.82,12,18554,19.94%,0.65615014329658,0.0057844558373867,-0.047814279813305,1.1702778161395,1.0759611441813,36.180092328663,422.6,400
21-1 C400,06/22/2021,35.23,37,35.23,37,1.7,25,18551,19.82%,0.65939972145542,0.0057794692133408,-0.047174227580046,1.1700931941264,1.0866208122925,36.420090716223,423.11,400
21-1 C400,06/21/2021,32.9,35.3,32.9,35.3,2,77,18576,20.50%,0.64262695166967,0.0056956938053468,-0.049683679875447,1.1880015455224,1.0682058739775,35.790060751168,420.86,400
21-1 C400,06/18/2021,33.48,33.6,32.55,33.3,-2.2,114,18576,20.21%,0.60814343522841,0.0059873748674569,-0.049860356117992,1.2156490091652,1.0332734256361,31.895099974941,414.92,400
21-1 C400,06/17/2021,35.21,35.5,33.8,35.5,-0.77,13,18573,19.47%,0.65298039133822,0.0058709801747675,-0.045917331427838,1.1888304240404,1.1025001912894,35.500086447419,421.97,400
21-1 C400,06/16/2021,37.05,37.05,34.23,36.27,-0.81,17,18602,19.53%,0.65325201648471,0.0058359587252849,-0.045963146834032,1.191626670002,1.1075489027235,35.710078581538,422.11,400
21-1 C400,06/15/2021,37.48,37.48,36.75,37.08,-0.57,45,18622,19.33%,0.66833313685165,0.0057593726493263,-0.044561031891826,1.1792509968348,1.1220261100675,37.079999999981,424.48,400
21-1 C400,06/14/2021,36.1,37.65,36.1,37.65,1.65,94,18619,19.34%,0.67246444615234,0.0057056238097952,-0.044215041596123,1.1778059601212,1.1307458631649,37.650065472416,425.26,400
21-1 C400,06/11/2021,36.78,36.78,35.79,36,-0.64,12,18618,18.85%,0.66909464857324,0.0058550411399863,-0.042746544105521,1.1873762607727,1.1330251723507,36.56506715772,424.31,400
21-1 C400,06/10/2021,36.96,36.96,35.65,36.64,0.32,43,18584,19.28%,0.6618743982156,0.0057652723888269,-0.044089761348845,1.1990458616407,1.136605630947,36.640058383189,423.61,400
21-1 C400,06/09/2021,36.26,36.6,36.26,36.32,0.26,10,18579,19.79%,0.64732627296879,0.0057115369766807,-0.046027332226331,1.2164626223558,1.1305890108559,36.015099589008,421.65,400
21-1 C400,06/08/2021,36.4,36.5,35.23,36.06,-0.059999999999995,4,18577,19.45%,0.65255925384921,0.0057624550742067,-0.044772959393665,1.2134821512881,1.1354347977388,36.060086352611,422.28,400
21-1 C400,06/07/2021,35.86,36.12,35.59,36.12,-0.38,33,18608,19.51%,0.65113491857478,0.0057385611672399,-0.044860893262622,1.2183794083692,1.1482619086678,36.120085823635,422.19,400
21-1 C400,06/04/2021,35.41,36.5,35.41,36.5,1.63,65,18608,19.50%,0.65318169509509,0.0056906302759225,-0.044411083064276,1.2236133844339,1.1501145511517,36.500083065905,422.6,400
21-1 C400,06/03/2021,33.6,34.87,33.5,34.87,0.16,33,18634,19.62%,0.62965540824192,0.0058172006969601,-0.045598607408864,1.2454249276065,1.1364223908572,34.24505851931,418.77,400
21-1 C400,06/02/2021,35.65,35.65,34.71,34.71,0.26,62,18656,19.48%,0.63916171741492,0.0057782901241695,-0.04469839565078,1.24107503774,1.1517594034061,35.095096676866,420.33,400
21-1 C400,06/01/2021,36,36,34.45,34.45,-0.55,108,18565,19.49%,0.63495045177648,0.0057937287419455,-0.044750940396241,1.2467661380212,1.1490665473938,34.725113000104,419.67,400
21-1 C400,05/28/2021,35.16,35.16,34.95,35,-0.12,51,18565,19.14%,0.63766100573507,0.0058313445397687,-0.043311192635703,1.2550506563385,1.174815925431,34.710055405581,420.04,400
21-1 C400,05/27/2021,35.01,35.7,34.2,35.12,0.14,54,18590,19.81%,0.63031182515048,0.005664547206356,-0.04527862758634,1.2644749803884,1.1696220107993,35.120108967535,419.29,400
21-1 C400,05/26/2021,35.03,35.04,34.42,34.98,-0.020000000000003,23,18606,19.78%,0.62897940328309,0.0056728743178044,-0.04512149990991,1.2679287359199,1.1720806654125,34.980116851941,419.07,400
21-1 C400,05/25/2021,35.7,35.7,34.75,35,-0.9,7,18605,20.17%,0.62272380956803,0.0055885129661705,-0.046267948578522,1.2749356715922,1.1628553290658,35.000105603002,418.24,400
21-1 C400,05/24/2021,34.6,35.93,34.6,35.9,1.7,34,18651,20.15%,0.62753856733147,0.005549213805819,-0.045826398835217,1.2749587216908,1.1768687055991,35.575091770322,419.17,400
21-1 C400,05/21/2021,34.8,35.47,33.51,34.2,0.15000000000001,72,18651,20.54%,0.60231444466097,0.0055669127541956,-0.047361740558405,1.2957366922413,1.1479610553996,33.620112457047,414.94,400
21-1 C400,05/20/2021,31.8,34.05,31.8,34.05,3.49,20,18648,20.45%,0.60409522472697,0.00556882103083,-0.046913996760224,1.2976916724546,1.1565642890806,33.745108508735,415.28,400
21-1 C400,05/19/2021,29.31,31,29.31,30.56,-1.94,82,18592,20.50%,0.57874588501739,0.0056841584992647,-0.047498749074155,1.3073160202936,1.1201763575978,31.245122518062,410.86,400
21-1 C400,05/18/2021,33.76,33.76,32.5,32.5,-1.36,6,18592,20.53%,0.58522914298046,0.0056310344006245,-0.047478275741457,1.3081945096304,1.1276989089204,31.990129278236,411.94,400
21-1 C400,05/17/2021,33.71,34,33.3,33.86,-0.34,23,18603,20.31%,0.60567795667064,0.0055672831399971,-0.046251443085129,1.3043440690688,1.1660456493701,33.860117588253,415.52,400
21-1 C400,05/14/2021,32.76,34.5,32.76,34.2,2.01,41,18602,19.99%,0.61155766668693,0.0055860776014937,-0.044818791651655,1.3094946581112,1.1933589393702,34.200093231604,416.58,400
21-1 C400,05/13/2021,30.31,32.19,30.26,32.19,2.44,288,18605,20.50%,0.57497506801201,0.0056379327144576,-0.046878913038776,1.3228320001589,1.1292521886475,31.175080476292,410.28,400
21-1 C400,05/12/2021,32.13,32.13,29.75,29.75,-3.75,38,18608,21.22%,0.54764341211338,0.0055490922084371,-0.049075631569447,1.3258386936395,1.0899550768606,29.49,405.41,400
21-1 C400,05/11/2021,31.69,33.5,31.25,33.5,-1.89,31,18607,20.25%,0.59757755197749,0.0055609946739206,-0.045757740384916,1.3234714202518,1.184822017386,33.295096413177,414.21,400
21-1 C400,05/10/2021,37.6,37.89,35.39,35.39,-2.81,16,18613,20.07%,0.61881787120837,0.0054696482623553,-0.044670748896164,1.3167209611747,1.2248723759711,35.390072193253,417.94,400
21-1 C400,05/07/2021,38,38.81,37.71,38.2,2.22,86,18592,20.12%,0.64070936041008,0.0052738506980818,-0.043671831829718,1.3107290645999,1.2744129831432,38.200115098088,422.12,400
21-1 C400,05/06/2021,33.79,35.98,33.13,35.98,1.23,18,18598,19.87%,0.62486412810896,0.0054438573150182,-0.043476101682043,1.3229609400113,1.2492162762001,35.980061316435,419.07,400
21-1 C400,05/05/2021,35.2,35.2,34.59,34.75,0.75,20,18604,20.00%,0.60586404773724,0.005516508791164,-0.044280724373094,1.3354064258523,1.2220674365793,34.155079630601,415.75,400
21-1 C400,05/04/2021,34,34,32.39,34,-1.71,123,18652,19.90%,0.60534562433186,0.0055375443885913,-0.043991205452275,1.3380884477042,1.226053781167,34.000090404595,415.62,400
21-1 C400,05/03/2021,36.42,36.9,35.71,35.71,0.58,45,18663,19.98%,0.61902522752509,0.0054181486496024,-0.043640440295226,1.3347796236244,1.2582695845254,35.710115853995,418.2,400
21-1 C400,04/30/2021,36,36.2,35.13,35.13,-2.04,48,18663,20.34%,0.61301560576085,0.0053241260974234,-0.044583945129758,1.3458679954023,1.2567182308132,35.805121341633,417.3,400
21-1 C400,04/29/2021,37.63,37.63,35.68,37.17,1.78,24,18668,19.92%,0.62889125548556,0.0053288864459723,-0.04284897119815,1.3388005281586,1.2893459171437,36.975112707503,420.06,400
21-1 C400,04/28/2021,35.61,36.27,35.33,35.39,-0.4,33,18674,19.94%,0.61408395851082,0.0054089093458869,-0.043260821981544,1.3499342861824,1.2710118193482,35.390082357706,417.4,400
21-1 C400,04/27/2021,35.75,35.79,35.5,35.79,0.19,12,18675,19.88%,0.61472459807989,0.0054113504472235,-0.042994336876635,1.3521101212403,1.2773315871684,35.425080051106,417.52,400
21-1 C400,04/26/2021,35.65,36.17,35.6,35.6,0.37,24,18689,19.94%,0.61476805124413,0.005382294490485,-0.043025196789633,1.3548195677994,1.2816276750982,35.600070356262,417.61,400
21-1 C400,04/23/2021,32.78,36.01,32.78,35.23,2.43,48,18707,19.78%,0.60980932122417,0.0054267372574048,-0.042432307337482,1.3643631030799,1.2859433615731,34.96507219063,416.74,400
21-1 C400,04/22/2021,33.94,34.98,32.8,32.8,-1.78,41,18742,20.11%,0.58463079782569,0.0054678487845905,-0.043794804028659,1.3754578578248,1.2418338704023,32.800124997938,412.27,400
21-1 C400,04/21/2021,33.05,34.58,33,34.58,1.94,23,18742,19.47%,0.60655686499411,0.0055172769357639,-0.041544574967583,1.3703630579875,1.2902892230215,34.210114440476,416.07,400
21-1 C400,04/20/2021,33.75,33.75,32.15,32.64,-1.24,101,18694,19.66%,0.58432050063126,0.0055771641208274,-0.042479190948436,1.3802971659137,1.2532375777141,32.205090499524,412.17,400
21-1 C400,04/19/2021,35.02,35.02,33.7,33.88,-1.34,95,18960,19.87%,0.60105258983686,0.0054153559054909,-0.04263102277038,1.3779504976667,1.2840056893282,34.355118255681,415.21,400
21-1 C400,04/16/2021,35.26,35.7,34.91,35.22,1.02,286,18960,19.51%,0.61264444015049,0.0054178567502541,-0.04113746644168,1.3797474106059,1.3174430995022,35.220074101321,417.26,400
21-1 C400,04/15/2021,33.1,34.4,32.84,34.2,2.66,129,18981,19.37%,0.60479457470775,0.0054953041938728,-0.040828533911938,1.3860420431331,1.3140995429595,34.200134874727,415.87,400
21-1 C400,04/14/2021,33,33.2,31.35,31.54,-1.13,130,19015,19.30%,0.58027242324346,0.0056451519214617,-0.041156308946324,1.3950511524472,1.2644552985108,31.540077948153,411.45,400
21-1 C400,04/13/2021,31.77,32.69,31.69,32.67,1.07,96,19036,19.50%,0.58771490871595,0.0055362036920286,-0.041382555781305,1.3963460134471,1.2839420877597,32.670071448947,412.86,400
21-1 C400,04/12/2021,31.6,31.95,31.05,31.6,0.060000000000002,71,19050,19.23%,0.58095680692537,0.0056442712326302,-0.04070076116305,1.4000313999828,1.2754218801092,31.600076327661,411.64,400
21-1 C400,04/09/2021,29.51,31.54,29.51,31.54,2.27,59,19059,18.89%,0.58008112767357,0.0057203240967886,-0.039631199045553,1.4073383410079,1.2890084120087,31.16009496407,411.49,400
21-1 C400,04/08/2021,28.38,29.4,28.35,29.27,0.97,309,19073,19.17%,0.56243090264748,0.0057085149670016,-0.040438688034334,1.4119421328206,1.2590923588185,29.884999999995,408.52,400
21-1 C400,04/07/2021,28,28.4,27.67,28.3,0.32,83,19100,18.78%,0.55106933810716,0.0058694320028856,-0.03953168028398,1.4138374697876,1.2401532973882,28.299999999996,406.59,400
21-1 C400,04/06/2021,27.62,28.74,27.62,27.98,-0.07,114,19113,18.71%,0.54820303456482,0.005893906055249,-0.039304375607783,1.4159716561562,1.2381548870621,27.979999999999,406.12,400
21-1 C400,04/05/2021,26.4,28.35,26.4,28.05,3.65,928,19095,18.66%,0.54920066736616,0.0058954553542624,-0.038995211662829,1.4185614767933,1.2452503295179,28.049999999995,406.36,400
21-1 C400,04/01/2021,23.45,24.5,23.45,24.4,1.85,138,19092,18.34%,0.51391103261492,0.0060856931511654,-0.038016093955108,1.4187331944422,1.1804948702121,24.67487541232,400.61,400
21-1 C400,03/31/2021,22.1,23.41,22.1,22.55,1.03,3208,17414,17.99%,0.48561214785097,0.0062497476413642,-0.036953012551292,1.4079132105643,1.1372158335021,22.080085577625,396.33,400
21-1 C400,03/30/2021,22.16,22.16,21.4,21.52,-1.38,18,17411,18.42%,0.47224641416856,0.0061210561864913,-0.036369165655527,1.3985807495467,1.0911710859318,21.520087178173,394.73,400
21-1 C400,03/29/2021,22.7,23.3,21.69,22.9,0.7,68,17426,19.02%,0.48136739240472,0.0059077908113198,-0.037735481433886,1.4061907064223,1.111405967702,22.900108072684,395.78,400
21-1 C400,03/26/2021,20.26,22.2,20,22.2,1.92,124,17367,18.53%,0.48558950343309,0.0060215293372037,-0.037733257703249,1.4181432687557,1.1505890791241,22.830125485821,395.98,400
21-1 C400,03/25/2021,18.94,20.31,18.19,20.28,0.26,109,17349,18.65%,0.44819511413766,0.0060180869930797,-0.037400112050748,1.3880946972116,1.0621799342303,20.095105436535,389.7,400
21-1 C400,03/24/2021,21.41,21.85,19.85,20.02,-0.53,165,17265,18.93%,0.43690102854692,0.0059232643164331,-0.037713499055474,1.3778520758488,1.0439115434302,19.560077894013,387.52,400
21-1 C400,03/23/2021,22.33,22.75,20.25,20.55,-1.85,2776,16266,18.97%,0.44963136454495,0.0059033814723993,-0.038074571221461,1.3926469094825,1.0691503188553,20.550072523869,389.5,400
21-1 C400,03/22/2021,22,23.22,22,22.4,0.17,61,16143,19.27%,0.46900543515257,0.0057843566074037,-0.038880470395533,1.4124244976053,1.1188739635533,22.400084318313,392.59,400
21-1 C400,03/19/2021,22.06,22.74,21.12,22.23,-0.32,149,16143,19.80%,0.45409727242975,0.0056233140264613,-0.039504830962449,1.4031442705656,1.0863362790066,21.810076169089,389.48,400
21-1 C400,03/18/2021,24.6,25.09,22.45,22.55,-3.11,164,16128,19.62%,0.4650656135578,0.0056547230177129,-0.039353799334424,1.4164260159806,1.1189845832149,22.550098277666,391.48,400
21-1 C400,03/17/2021,24.35,26.05,23.99,25.66,0.050000000000001,190,16115,19.82%,0.49842108462364,0.005529581395383,-0.040103269774585,1.4439148690209,1.2033431060487,25.659999999999,397.26,400
21-1 C400,03/16/2021,25.9,26.51,25,25.61,0,82,16100,20.21%,0.49257841590693,0.005428502454308,-0.040897920935998,1.4414711767578,1.1907454959825,25.610114390726,395.91,400
21-1 C400,03/15/2021,24.54,25.76,23.5,25.61,0.87,192,16105,20.02%,0.49456579822882,0.0054666688113119,-0.040376420718709,1.4453799298144,1.1987392805797,25.610078823891,396.41,400
21-1 C400,03/12/2021,24.46,24.84,23.38,24.74,0.25,117,16105,20.14%,0.48202502828786,0.0054322629633273,-0.040217393804469,1.4427220547426,1.1785167224332,24.740112580016,394.06,400
21-1 C400,03/11/2021,23.77,25.85,23.75,24.49,1.89,90,16126,20.12%,0.47908042835608,0.0054351178538861,-0.040047045073573,1.4425138168676,1.1745348477514,24.489999999955,393.53,400
21-1 C400,03/10/2021,22.47,23.2,21.42,22.6,0.6,549,15633,20.07%,0.45731457756431,0.0054721179411192,-0.039505639155991,1.4245732656264,1.121439812124,22.600138088454,389.58,400
21-1 C400,03/09/2021,20.78,22.43,20.78,22,3,145,15602,19.85%,0.4423763942795,0.0055323980670934,-0.038557509256241,1.4114875671702,1.0879185815919,21.210092303033,387.17,400
21-1 C400,03/08/2021,19.4,21.3,19,19,-1.06,131,15629,19.89%,0.41270750935799,0.0055084249929584,-0.037842826907413,1.3761047010592,1.0213892974572,19.000104771077,381.72,400
21-1 C400,03/05/2021,19.88,20.21,15.99,20.06,2.75,2792,14378,19.57%,0.42077768235858,0.0055709576181016,-0.037098899200649,1.3950239939451,1.0554401845196,19.42507703318,383.63,400
21-1 C400,03/04/2021,20.1,20.17,15.78,17.31,-2.29,129,14339,20.29%,0.38916680084981,0.0053524687447293,-0.03750655409082,1.3463511395882,0.96969034757421,17.670124200208,376.7,400
21-1 C400,03/03/2021,20.96,21.6,19.6,19.6,-3.08,60,14324,20.28%,0.41488616531905,0.0053717013778786,-0.038331788216198,1.3872960190646,1.0381306383422,19.600079062313,381.42,400
21-1 C400,03/02/2021,23.32,23.52,21.98,22.68,-0.72,340,14386,20.52%,0.44433594422849,0.0052997265535971,-0.039606598839889,1.4261835494341,1.1181979644448,22.200095422738,386.54,400
21-1 C400,02/26/2021,21.53,22.08,19.5,19.5,-2.36,238,14377,20.62%,0.41218377561441,0.0052565078031017,-0.038569915215491,1.3896433662371,1.0392767224587,19.765097920421,380.36,400
21-1 C400,02/25/2021,25.32,25.32,21.1,21.86,-3.07,132,14317,21.46%,0.42916306152003,0.0050569116948257,-0.040819323230081,1.4109785132699,1.0795988654166,21.860096076854,382.33,400
21-1 C400,02/24/2021,22.8,25.32,22.73,24.93,1.83,67,14313,20.99%,0.47459684396259,0.005114476564213,-0.040752063730611,1.4660604275043,1.2017645175888,25.460132297449,391.77,400
21-1 C400,02/23/2021,22,23.65,20.96,23.1,-0.69,101,14296,20.89%,0.44962044973431,0.0051509145129097,-0.039308873897762,1.4451905771659,1.1430415128189,23.205073509376,387.5,400
21-1 C400,02/22/2021,23.65,24.5,23.13,23.79,-0.91,89,14586,21.22%,0.44908749157241,0.0050689030467526,-0.039855233810163,1.4453195147347,1.1414707188351,23.490133870877,387.03,400
21-1 C400,02/19/2021,26,26.24,24.7,24.7,-1,96,14586,21.12%,0.46451414846089,0.005050997400814,-0.039850754360014,1.4687038026004,1.1944371663593,24.880091562239,390.03,400
21-1 C400,02/17/2021,26.26,26.65,25.65,26.65,-0.26,28,14839,21.42%,0.4782304711506,0.0049473232445423,-0.040600157293455,1.4849763635613,1.2332800295075,26.535092062372,392.39,400
21-1 C400,02/16/2021,27,27.54,26.5,26.91,0.31,1628,14313,21.64%,0.47879675196388,0.0048976766983852,-0.041071118074204,1.4847205312708,1.232475871286,26.820085132877,392.3,400
21-1 C400,02/12/2021,25.65,26.6,25.33,26.6,1.1,45,14460,21.27%,0.47895458255408,0.0049453005941045,-0.039893323378616,1.4967838596711,1.2540350041945,26.610087688043,392.64,400
21-1 C400,02/11/2021,26,26.25,24.96,25.5,-0.2,69,14685,21.27%,0.46941385828918,0.0049610667896999,-0.039761150533146,1.4874003289105,1.226932099622,25.700078226425,390.71,400
21-1 C400,02/10/2021,25.68,26.58,24.4,25.7,0.7,66,14653,21.43%,0.46715300875882,0.0049128143998896,-0.039903287879104,1.4887928341441,1.2279679818169,25.725074848998,390.08,400
21-1 C400,02/09/2021,24.99,25.45,24.97,25,0,88,14637,21.08%,0.46635033143844,0.0049875414993494,-0.039101756687047,1.491176394694,1.23023319946,25.315084558572,390.25,400
21-1 C400,02/08/2021,24,25,24,25,1.15,153,14635,20.93%,0.46685694566185,0.0050123633172292,-0.038718650075249,1.4944375975806,1.2366986808843,25.250105863758,390.51,400
21-1 C400,02/04/2021,21.5,22.82,21.48,22.82,1.73,30,14654,20.53%,0.44276637614116,0.0051023718717996,-0.037152480152505,1.4768939097089,1.1872655714858,22.825076579922,386.19,400
21-1 C400,02/02/2021,20.48,22.25,20.48,21.11,1.29,75,14783,20.95%,0.42229197217652,0.0050062395022556,-0.037406131751668,1.4488138406248,1.1260481456166,21.475086308715,381.55,400
21-1 C400,01/29/2021,20.48,20.48,17.18,17.45,-3.8,709,15198,21.40%,0.3690274565516,0.00483220732711,-0.035818335534067,1.3658419860698,0.98909865618525,17.680085535874,370.07,400
21-1 C400,01/28/2021,20,22.3,20,21.25,1.13,649,15127,21.20%,0.4050316879977,0.0049036770360431,-0.036884686260072,1.4330462235457,1.0998124657657,20.415120215137,377.63,400
21-1 C400,01/27/2021,20.74,20.79,18.9,20.12,-1.72,161,15115,21.89%,0.39511319948149,0.0047522204859671,-0.037696449020174,1.4137525276974,1.0653748096069,20.129999999989,374.41,400
21-1 C400,01/26/2021,22.5,22.5,21.53,21.84,-0.010000000000002,17,15114,20.45%,0.43134669993581,0.0050642084850848,-0.036231977468246,1.4795464423536,1.1818827194945,22.015105473806,383.79,400
21-1 C400,01/22/2021,20.36,21.13,20.36,20.63,-0.5,91,15144,19.71%,0.42183972626848,0.0052168421739812,-0.03435955879362,1.4777222636701,1.1740796994175,20.675073567587,382.88,400
21-1 C400,01/19/2021,17.87,18.58,17.56,18.44,1.59,86,15114,19.17%,0.39520679074986,0.0053166188937724,-0.032425732308505,1.4448996046688,1.1088894142475,18.240094324398,378.65,400
21-1 C400,01/12/2021,18.3,18.75,17.7,18.45,-0.54,251,14926,19.01%,0.39562498751551,0.0053109663652185,-0.031797282914452,1.4592391122402,1.1313684352194,18.290110399308,378.77,400
21-1 C400,01/08/2021,19.32,19.32,17.68,18.95,0.89,318,14676,18.84%,0.40794607384071,0.0053402312732001,-0.031597115817057,1.4879550416166,1.1831069249624,19.160081855746,381.26,400
21-1 C400,12/31/2020,14.85,16.03,14.65,16.01,1.01,60,14632,18.38%,0.3645235834365,0.0053440750169548,-0.029040469496801,1.4278677574883,1.0770725314302,15.840132306621,373.88,400
21-1 C400,12/30/2020,15.49,15.74,15,15,-0.18,44,14645,18.23%,0.35295376496256,0.0053434124170753,-0.028372596818959,1.4073863786479,1.050598030942,14.995085527498,371.99,400
21-1 C400,12/29/2020,15.5,15.5,14.6,15.18,0.48,142,14631,18.48%,0.35295121322474,0.0052703410623029,-0.028713342519262,1.4071401025004,1.0500751218859,15.180080760465,371.46,400
21-1 C400,12/28/2020,14.45,14.99,14.41,14.7,0.99,77,14619,17.98%,0.35144969816841,0.0072983560122754,-0.027806306428176,1.4090703556897,1.0478031342777,14.749999999719,372.17,400
21-1 C400,12/24/2020,13.25,13.71,13.2,13.71,0.31,437,14308,17.78%,0.33213371459202,0.0053583448256864,-0.026542744833305,1.3752146529668,1.0037205946389,13.47010703052,369,400
21-1 C400,12/23/2020,13.75,13.99,13.4,13.4,-0.35,72,14300,17.94%,0.32639101933553,0.0052875266345847,-0.026490672850425,1.3621238058355,0.98557595161629,13.225071494262,367.57,400
21-1 C400,12/17/2020,14.6,14.92,14.45,14.75,0.6,356,14148,17.52%,0.35326339150684,0.0054672565137209,-0.027313688278374,1.433756740568,1.0897503767519,14.710054416364,372.24,400
21-1 C400,12/15/2020,13.24,14,12.9,13.84,1.15,93,14132,17.58%,0.3397491322737,0.0053946814319727,-0.026822231893209,1.4068593932187,1.0494902983203,13.92007978974,369.59,400
21-1 C400,12/09/2020,14,14,12.58,12.81,-1.09,649,15291,17.36%,0.32329961573539,0.0053545521598203,-0.025604202890672,1.3796997033079,1.0143670889917,12.860137558192,366.85,400
21-1 C400,12/08/2020,13.35,14.19,13.35,13.9,0.1,111,15267,17.26%,0.34047356514446,0.005445464413388,-0.026079056875701,1.4222586341856,1.0726916035431,13.855093806588,370.17,400
21-1 C400,12/07/2020,13.57,14.12,13.5,13.8,-0.2,60,15255,17.44%,0.3370533415547,0.0053749106623921,-0.026198034587206,1.4143605124571,1.0610593515814,13.775075721247,369.09,400
21-1 C400,12/03/2020,13.25,13.73,12.9,13.01,-0.24,188,15206,17.45%,0.32479191426808,0.0053013517258522,-0.025556708078131,1.3916428567785,1.0318776345386,13.080074808599,366.69,400
21-1 C400,12/02/2020,12.69,13.33,12.3,13.25,0.41,104,15194,17.54%,0.32688085292631,0.0052795126621616,-0.025758612975763,1.3972756683852,1.0399733647985,13.275084063449,366.79,400
21-1 C400,12/01/2020,12.25,13.4,12.25,12.84,1.77,187,15173,17.34%,0.32052626592153,0.0053023068211379,-0.025187834666809,1.3848904406871,1.0229382679435,12.780104318654,366.02,400
21-1 C400,11/30/2020,11.94,11.94,10.85,11.07,-0.82,59,15138,17.18%,0.29720712967789,0.0052280632724795,-0.023901066253303,1.327365626665,0.94730118593844,11.34012777322,362.06,400
21-1 C400,11/27/2020,12.05,12.1,11.68,11.89,0.48,26,15133,16.92%,0.30286707233271,0.0053100746304288,-0.023684614280484,1.3493696115356,0.97628225358516,11.56010621526,363.67,400
21-1 C400,11/25/2020,11.74,11.97,11.41,11.41,-0.59,128,15109,17.18%,0.30148542108492,0.0052223579030314,-0.023907458346435,1.3460126020631,0.972398755779,11.640083089978,362.66,400
21-1 C400,11/23/2020,10.3,10.76,9.73,10.16,0.58,95,14991,17.20%,0.27479670344345,0.0050490550960124,-0.02260188788593,1.2738295408826,0.89002738929977,10.190121297694,357.46,400
21-1 C400,11/20/2020,10.48,10.48,9.58,9.58,-0.91,498,14991,17.21%,0.2648053288351,0.0049636989383897,-0.022020114063712,1.2478177001605,0.8650573223402,9.6900748907629,355.33,400
21-1 C400,11/18/2020,11.61,11.97,10.78,10.83,-0.93,177,14960,17.53%,0.27496971817011,0.0049439473577952,-0.022869405043476,1.2773422447085,0.89584824665549,10.395000848063,356.28,400
21-1 C400,11/16/2020,11.7,12.48,11.34,12.48,1.62,3632,12405,17.61%,0.309127475887,0.0050962485396018,-0.024537653495409,1.3747248783555,1.0121818279825,12.430090236484,362.57,400
21-1 C400,11/10/2020,9.65,9.94,8.78,9.7,-0.56,209,10204,17.26%,0.26171095771614,0.0048800430535424,-0.021615277105207,1.2500717873123,0.87127812779345,9.6350718472603,354.04,400
21-1 C400,11/05/2020,9.45,10.3,9.4,9.89,1.99,146,10256,18.20%,0.25877623963487,0.0046227211463068,-0.022413869638133,1.236368165344,0.85750218414837,9.9100923108969,350.24,400
